Location,Date,Type,Longitude,Latitude
Santa Maria,08/26/2022,hoop,-120.4855453527604,34.92058441757314
Santa Maria,08/26/2022,hoop,-120.48464468343,34.92026079788582
Santa Maria,08/26/2022,hoop,-120.4837595780174,34.9206283044074
Santa Maria,08/26/2022,hoop,-120.4857585991218,34.91958917949268
Santa Maria,08/26/2022,hoop,-120.4845742844878,34.91944657600344
Santa Maria,08/26/2022,hoop,-120.4855633367408,34.91886804033258
Santa Maria,08/26/2022,hoop,-120.4828637229994,34.92013156656594
Santa Maria,08/26/2022,hoop,-120.4848527494933,34.9189918196235
Santa Maria,08/26/2022,mulch,-120.4915568237423,34.93053329124557
Santa Maria,08/26/2022,mulch,-120.4911755519564,34.93043319957083
Santa Maria,08/26/2022,mulch,-120.4916537950968,34.9301065693876
Santa Maria,08/26/2022,mulch,-120.4918034072505,34.92909774956322
Santa Maria,08/26/2022,mulch,-120.4916851889861,34.92943197077123
Santa Maria,08/26/2022,mulch,-120.4913112459165,34.92964290157496
Santa Maria,08/26/2022,mulch,-120.4910853304516,34.92904947236051
Santa Maria,08/26/2022,mulch,-120.4904111208918,34.92906141657343
Santa Maria,08/26/2022,mulch,-120.4910275612511,34.92930780610713
Santa Maria,08/26/2022,mulch,-120.4908692252716,34.93048079149576
Santa Maria,08/26/2022,mulch,-120.4903530070341,34.93026450367822
Santa Maria,08/26/2022,mulch,-120.4907972782401,34.93013902698888
Santa Maria,08/26/2022,mulch,-120.4905888867544,34.92977126926014
Santa Maria,08/26/2022,mulch,-120.492716593627,34.92895928514849
Santa Maria,08/26/2022,mulch,-120.4926039077202,34.92885030148273
Santa Maria,08/26/2022,mulch,-120.4922874603512,34.93038377196461
Santa Maria,08/26/2022,mulch,-120.4758917882574,34.93328305814861
Santa Maria,08/26/2022,mulch,-120.475807636906,34.93383522596559
Santa Maria,08/26/2022,mulch,-120.4754193224395,34.93381227088203
Santa Maria,08/26/2022,mulch,-120.4740085181069,34.9342844324111
Santa Maria,08/26/2022,mulch,-120.4739534808403,34.9329662769015
Santa Maria,08/26/2022,mulch,-120.474595147332,34.93335285595015
Santa Maria,08/26/2022,mulch,-120.4746553725792,34.93396028481713
Santa Maria,08/26/2022,mulch,-120.4759798907473,34.93082665949242
Santa Maria,08/26/2022,mulch,-120.4757418428363,34.93106092753152
Santa Maria,08/26/2022,mulch,-120.4759702332856,34.93141017691136
Santa Maria,08/26/2022,mulch,-120.474938007422,34.93118863411147
Santa Maria,08/26/2022,mulch,-120.4742490411686,34.93088988290212
Santa Maria,08/26/2022,mulch,-120.4758506605774,34.9318145861368
Santa Maria,08/26/2022,mulch,-120.4753530339682,34.93169271076881
Santa Maria,08/26/2022,mulch,-120.4741686982617,34.93134902699489
Santa Maria,08/26/2022,mulch,-120.4746295632679,34.93074971597004
Santa Maria,08/26/2022,mulch,-120.4754238137456,34.93191773037281
Santa Maria,08/26/2022,mulch,-120.4657633600912,34.97292169797665
Santa Maria,08/26/2022,mulch,-120.4649051449688,34.97240550478614
Santa Maria,08/26/2022,mulch,-120.4657482283825,34.97216852496136
Santa Maria,08/26/2022,mulch,-120.4640047882761,34.97304331989397
Santa Maria,08/26/2022,mulch,-120.4658631985503,34.97173392378729
Santa Maria,08/26/2022,mulch,-120.4641057961064,34.97139659704487
Santa Maria,08/26/2022,mulch,-120.465678644841,34.97006592230051
Santa Maria,08/26/2022,mulch,-120.4637772845907,34.97070254762441
Santa Maria,08/26/2022,mulch,-120.4646155703287,34.97100712742672
Santa Maria,08/26/2022,mulch,-120.465378972879,34.96851575927422
Santa Maria,08/26/2022,mulch,-120.4643732464304,34.96987505075198
Santa Maria,08/26/2022,mulch,-120.46438941063,34.96851550877278
Santa Maria,08/26/2022,mulch,-120.4575036672178,34.97593518661957
Santa Maria,08/26/2022,mulch,-120.4562515443854,34.97550399160708
Santa Maria,08/26/2022,mulch,-120.4545198739387,34.97585103854571
Santa Maria,08/26/2022,mulch,-120.4574669879739,34.97708694264067
Santa Maria,08/26/2022,mulch,-120.4550291759596,34.97677675179605
Santa Maria,08/26/2022,other,-120.4666909503165,34.95809428124772
Santa Maria,08/26/2022,other,-120.4659786083874,34.95858425364062
Santa Maria,08/26/2022,other,-120.4652863673122,34.96000888538718
Santa Maria,08/26/2022,other,-120.4693695990171,34.95838418851903
Santa Maria,08/26/2022,other,-120.4675853243647,34.96046616109089
Santa Maria,08/26/2022,other,-120.4723605389495,34.95932691764498
Santa Maria,08/26/2022,other,-120.4705238349835,34.9602865233927
Santa Maria,08/26/2022,other,-120.4734383478372,34.95957811863416
Santa Maria,08/26/2022,other,-120.4712815776396,34.95799526047783
Santa Maria,08/26/2022,other,-120.4714437328771,34.95757462060582
Santa Maria,08/26/2022,other,-120.4723649817076,34.95705016639909
Santa Maria,08/26/2022,other,-120.4718830437071,34.95695714910689
Santa Maria,08/26/2022,other,-120.4707918079216,34.95696852038839
Santa Maria,08/26/2022,other,-120.4704383885651,34.95691205202541
Santa Maria,08/26/2022,other,-120.4661082588295,34.95523922992281
Santa Maria,08/26/2022,other,-120.4656316366943,34.95525363542899
Santa Maria,08/26/2022,other,-120.4661163591113,34.95494740648309
Santa Maria,08/26/2022,other,-120.459662594404,34.95296179489274
Santa Maria,08/26/2022,other,-120.4588884535464,34.95462181524445
Santa Maria,08/26/2022,other,-120.4587630460568,34.95292127208094
Santa Maria,08/26/2022,other,-120.4598803385205,34.95244564666055
Santa Maria,08/26/2022,other,-120.4575804698643,34.95291254396807
Santa Maria,08/26/2022,other,-120.4561739558184,34.95383567848167
Santa Maria,08/26/2022,other,-120.4568676850387,34.95245229190196
Santa Maria,08/26/2022,other,-120.4571265912217,34.95295486277988
Santa Maria,08/26/2022,other,-120.4559619754059,34.95279892431711
Santa Maria,08/26/2022,other,-120.4584930558968,34.95483495908047
Santa Maria,08/26/2022,other,-120.4545076614957,34.95256462453954
Santa Maria,08/26/2022,other,-120.4574513103072,34.9550521424775
Santa Maria,08/26/2022,other,-120.4578770316696,34.95508101710358
Santa Maria,08/26/2022,other,-120.4570073682718,34.95615394064895
Santa Maria,08/26/2022,other,-120.4574793412027,34.95562259918733
Santa Maria,08/26/2022,other,-120.4562987727453,34.95541460295653
Santa Maria,08/26/2022,other,-120.4577602767669,34.95565235678318
Santa Maria,08/26/2022,other,-120.4559289697636,34.95558564748425
Santa Maria,08/26/2022,other,-120.4551768428726,34.95442243714149
Santa Maria,08/26/2022,other,-120.4532188548196,34.9548428474686
Santa Maria,08/26/2022,other,-120.4523622585819,34.95432767969204
Santa Maria,08/26/2022,other,-120.4501739905268,34.95552154366201
Santa Maria,08/26/2022,other,-120.4520839229248,34.95629111297117
Santa Maria,08/26/2022,other,-120.4501998498146,34.9561524176729
Santa Maria,08/26/2022,other,-120.4509921417262,34.95590250529642
Santa Maria,08/26/2022,other,-120.4617422283012,34.97127639017108
Santa Maria,08/26/2022,other,-120.4566474296719,34.98180757974439
Santa Maria,08/26/2022,other,-120.4555299145424,34.98175805217415
Santa Maria,08/26/2022,other,-120.4559762011274,34.98261509512571
Santa Maria,08/26/2022,other,-120.4551689431903,34.98115754122978
Santa Maria,08/26/2022,other,-120.4553699087878,34.98480077359231
Santa Maria,08/26/2022,other,-120.4584621802445,34.98522364813205
Santa Maria,08/26/2022,other,-120.4605368762118,34.98530163205194
Santa Maria,08/26/2022,other,-120.4597626859767,34.98567448113274
Santa Maria,05/05/2023,hoop,-120.3902950246729,34.9182643272278
Santa Maria,05/05/2023,hoop,-120.390680543026,34.91794289164505
Santa Maria,05/05/2023,hoop,-120.4965901707634,34.87690260235493
Santa Maria,05/05/2023,hoop,-120.4959794054401,34.8768885594467
Santa Maria,05/05/2023,hoop,-120.495515974727,34.87639940091084
Santa Maria,05/05/2023,hoop,-120.4942225505619,34.87739557082151
Santa Maria,05/05/2023,hoop,-120.4934604007864,34.8772317611268
Santa Maria,05/05/2023,hoop,-120.4928698605059,34.87691291599223
Santa Maria,05/05/2023,hoop,-120.4937123446146,34.87821667609741
Santa Maria,05/05/2023,hoop,-120.4928598198874,34.87799236505351
Santa Maria,05/05/2023,hoop,-120.4933681223405,34.8790451977758
Santa Maria,05/05/2023,hoop,-120.4927605000191,34.87868205260173
Santa Maria,05/05/2023,hoop,-120.4897867937145,34.87684866300322
Santa Maria,05/05/2023,hoop,-120.4891581621436,34.87545753839807
Santa Maria,05/05/2023,hoop,-120.5383827762054,34.90623993027419
Santa Maria,05/05/2023,hoop,-120.5377052079766,34.90577104857944
Santa Maria,05/05/2023,hoop,-120.5379629741109,34.90680308393458
Santa Maria,05/05/2023,hoop,-120.5373081206751,34.9073397005883
Santa Maria,05/05/2023,hoop,-120.5366111222548,34.90654986985697
Santa Maria,05/05/2023,hoop,-120.5369533455548,34.90524432860541
Santa Maria,05/05/2023,hoop,-120.5372432233448,34.9064307665486
Santa Maria,05/05/2023,hoop,-120.5362300206564,34.90482316258817
Santa Maria,05/05/2023,hoop,-120.4715871955986,34.87826107090705
Santa Maria,05/05/2023,hoop,-120.4709825427059,34.8779512306928
Santa Maria,05/05/2023,hoop,-120.4704144589918,34.87758886455324
Santa Maria,05/05/2023,hoop,-120.4696315310192,34.87726644350103
Santa Maria,05/05/2023,hoop,-120.469230292803,34.87711649148019
Santa Maria,05/05/2023,hoop,-120.4689146611273,34.87676649507257
Santa Maria,05/05/2023,hoop,-120.468798894008,34.87655998659036
Santa Maria,05/05/2023,hoop,-120.4684849259456,34.87637134676939
Santa Maria,05/05/2023,hoop,-120.4682749824766,34.8761362881923
Santa Maria,05/05/2023,hoop,-120.4675406695478,34.87563032993579
Santa Maria,05/05/2023,hoop,-120.4668606134935,34.87560057825189
Santa Maria,05/05/2023,hoop,-120.4675322957076,34.87517438358682
Santa Maria,05/05/2023,hoop,-120.4670942480631,34.87492191087065
Santa Maria,05/05/2023,hoop,-120.4665759549491,34.87511394119313
Santa Maria,05/05/2023,hoop,-120.4659956685782,34.87482117788824
Santa Maria,05/05/2023,hoop,-120.4669674425256,34.87415299050679
Santa Maria,05/05/2023,hoop,-120.4661633511939,34.87430082768049
Santa Maria,05/05/2023,hoop,-120.4655994089724,34.87394124943026
Santa Maria,05/05/2023,hoop,-120.4665074330773,34.87345252519737
Santa Maria,05/05/2023,hoop,-120.4658783072407,34.87337187896475
Santa Maria,05/05/2023,hoop,-120.4662324317785,34.87318703938878
Santa Maria,05/05/2023,hoop,-120.4662735405169,34.87267076654418
Santa Maria,05/05/2023,hoop,-120.4658045789296,34.87255761562491
Santa Maria,05/05/2023,hoop,-120.3894414221118,34.8592121007273
Santa Maria,05/05/2023,hoop,-120.3881515876882,34.85929814513179
Santa Maria,05/05/2023,hoop,-120.3869111209289,34.85924425031526
Santa Maria,05/05/2023,hoop,-120.3901664130389,34.86022307032019
Santa Maria,05/05/2023,hoop,-120.388041338293,34.86027534034282
Santa Maria,05/05/2023,hoop,-120.3861224013692,34.86010945464395
Santa Maria,05/05/2023,hoop,-120.390797935349,34.86127348369789
Santa Maria,05/05/2023,hoop,-120.3879711914782,34.86130945352931
Santa Maria,05/05/2023,hoop,-120.3863829592635,34.86126625488587
Santa Maria,05/05/2023,hoop,-120.3843231601515,34.86219345450525
Santa Maria,05/05/2023,hoop,-120.386025629572,34.86229489529311
Santa Maria,05/05/2023,hoop,-120.3907752471485,34.86232324767406
Santa Maria,05/05/2023,hoop,-120.3918475173969,34.86232214111216
Santa Maria,05/05/2023,hoop,-120.3927911252981,34.86329332836904
Santa Maria,05/05/2023,hoop,-120.3912648598708,34.86325169026936
Santa Maria,05/05/2023,hoop,-120.3933492108618,34.86450765638239
Santa Maria,05/05/2023,hoop,-120.3921696038192,34.86447481917197
Santa Maria,05/05/2023,hoop,-120.3906096875366,34.86436335235966
Santa Maria,05/05/2023,hoop,-120.3878200209356,34.86344164733729
Santa Maria,05/05/2023,hoop,-120.3879628796874,34.86436560805006
Santa Maria,05/05/2023,hoop,-120.3863546001217,34.86448203049445
Santa Maria,05/05/2023,hoop,-120.3859077948833,34.86338186531574
Santa Maria,05/05/2023,hoop,-120.3795909979763,34.86472045639952
Santa Maria,05/05/2023,hoop,-120.3789070238478,34.86469014070438
Santa Maria,05/05/2023,hoop,-120.3779195378401,34.86453394842048
Santa Maria,05/05/2023,hoop,-120.3770153700817,34.86464636138855
Santa Maria,05/05/2023,hoop,-120.3768774413012,34.86377041590404
Santa Maria,05/05/2023,hoop,-120.3765578404513,34.86349415940106
Santa Maria,05/05/2023,hoop,-120.3769514264563,34.86314784982355
Santa Maria,05/05/2023,hoop,-120.3765776672644,34.86276702861745
Santa Maria,05/05/2023,hoop,-120.3558179162534,34.87438001088986
Santa Maria,05/05/2023,hoop,-120.35585682842,34.87364764645731
Santa Maria,05/05/2023,hoop,-120.3552100797047,34.87402680000762
Santa Maria,05/05/2023,hoop,-120.354438215867,34.87438979664283
Santa Maria,05/05/2023,hoop,-120.3539963172821,34.87375564457175
Santa Maria,05/05/2023,hoop,-120.3532172660867,34.8744224914045
Santa Maria,05/05/2023,hoop,-120.3557476741002,34.87547800821976
Santa Maria,05/05/2023,hoop,-120.3545636050651,34.87557459762026
Santa Maria,05/05/2023,hoop,-120.3539321191115,34.87527720858633
Santa Maria,05/05/2023,hoop,-120.35305834579,34.87548661757118
Santa Maria,05/05/2023,hoop,-120.3521643280123,34.87518343778179
Santa Maria,05/05/2023,hoop,-120.3502541663138,34.87546192906923
Santa Maria,05/05/2023,hoop,-120.3485551800127,34.87530970025228
Santa Maria,05/05/2023,mulch,-120.3657548476739,34.88378833682878
Santa Maria,05/05/2023,mulch,-120.3680634791467,34.88666739575612
Santa Maria,05/05/2023,mulch,-120.3678486279802,34.88581457191309
Santa Maria,05/05/2023,mulch,-120.3694161790047,34.8844023094171
Santa Maria,05/05/2023,mulch,-120.3687802763349,34.88474542016384
Santa Maria,05/05/2023,mulch,-120.3679562863279,34.88436279857942
Santa Maria,05/05/2023,mulch,-120.367054822916,34.88675555891581
Santa Maria,05/05/2023,mulch,-120.3671962816089,34.88602564742421
Santa Maria,05/05/2023,mulch,-120.3664095165983,34.88528646991507
Santa Maria,05/05/2023,mulch,-120.3657419015453,34.88508571200137
Santa Maria,05/05/2023,mulch,-120.3667333840357,34.88453293151826
Santa Maria,05/05/2023,mulch,-120.36590251762,34.88442977440045
Santa Maria,05/05/2023,mulch,-120.3660495548702,34.88641255845906
Santa Maria,05/05/2023,mulch,-120.3666132498282,34.88379084725193
Santa Maria,05/05/2023,mulch,-120.3664612188599,34.88331609910684
Santa Maria,05/05/2023,mulch,-120.365641554207,34.88293707406576
Santa Maria,05/05/2023,mulch,-120.3663732690951,34.88284724312854
Santa Maria,05/05/2023,mulch,-120.3665899875281,34.88241258817397
Santa Maria,05/05/2023,mulch,-120.3658452415942,34.88228165767112
Santa Maria,05/05/2023,mulch,-120.3763993572389,34.89155800067615
Santa Maria,05/05/2023,mulch,-120.3756843545595,34.89130342364848
Santa Maria,05/05/2023,mulch,-120.374767224255,34.89153287048949
Santa Maria,05/05/2023,mulch,-120.3760771580606,34.89024209085577
Santa Maria,05/05/2023,mulch,-120.3757079841521,34.8906986729196
Santa Maria,05/05/2023,mulch,-120.3747825700975,34.89048745999404
Santa Maria,05/05/2023,mulch,-120.3738513765012,34.89158436037071
Santa Maria,05/05/2023,mulch,-120.373307297755,34.89123370774892
Santa Maria,05/05/2023,mulch,-120.3738286518015,34.89058375395441
Santa Maria,05/05/2023,mulch,-120.3732384530842,34.89026850433656
Santa Maria,05/05/2023,mulch,-120.3728174344942,34.89162319857005
Santa Maria,05/05/2023,mulch,-120.372656180038,34.89068596780787
Santa Maria,05/05/2023,mulch,-120.3722577935494,34.89132902854443
Santa Maria,05/05/2023,mulch,-120.3721430804495,34.89043892122714
Santa Maria,05/05/2023,mulch,-120.3701211181334,34.89149277663535
Santa Maria,05/05/2023,mulch,-120.3699915813531,34.8909723525973
Santa Maria,05/05/2023,mulch,-120.3690277354558,34.89154239604361
Santa Maria,05/05/2023,mulch,-120.3691832319087,34.89108342374344
Santa Maria,05/05/2023,mulch,-120.3679970350391,34.89151157624687
Santa Maria,05/05/2023,mulch,-120.3680638236408,34.89096756984497
Santa Maria,05/05/2023,mulch,-120.3700244121898,34.89040246501777
Santa Maria,05/05/2023,mulch,-120.3692289685623,34.89013732723405
Santa Maria,05/05/2023,mulch,-120.3683614303858,34.89015611724959
Santa Maria,05/05/2023,mulch,-120.3673466210183,34.89034458815067
Santa Maria,05/05/2023,mulch,-120.3661921000109,34.8914592957458
Santa Maria,05/05/2023,mulch,-120.36634039719,34.89027826998066
Santa Maria,05/05/2023,mulch,-120.3675740201005,34.88937048731982
Santa Maria,05/05/2023,mulch,-120.3663277544027,34.88938739627738
Santa Maria,05/05/2023,mulch,-120.3674673385899,34.88871761731693
Santa Maria,05/05/2023,mulch,-120.3663187064593,34.88874044289323
Santa Maria,05/05/2023,mulch,-120.3671852707684,34.88820188048192
Santa Maria,05/05/2023,mulch,-120.3660913373314,34.88814783376566
Santa Maria,05/05/2023,mulch,-120.3786362390781,34.8959882043477
Santa Maria,05/05/2023,mulch,-120.3780427657763,34.89592634657885
Santa Maria,05/05/2023,mulch,-120.3786495041958,34.89548560745849
Santa Maria,05/05/2023,mulch,-120.3781454751721,34.89573335352712
Santa Maria,05/05/2023,mulch,-120.3776539577677,34.8955089277239
Santa Maria,05/05/2023,mulch,-120.3763264009171,34.89583588870455
Santa Maria,05/05/2023,mulch,-120.3761703637481,34.89549632458188
Santa Maria,05/05/2023,hoop,-120.372506397412,34.90002093213073
Santa Maria,05/05/2023,mulch,-120.3725322044031,34.90114731976318
Santa Maria,05/05/2023,other,-120.4191370244717,34.91845090006927
Santa Maria,05/05/2023,other,-120.4189937215952,34.91809910283416
Santa Maria,05/05/2023,other,-120.419216678357,34.91964365739931
Santa Maria,05/05/2023,other,-120.4189961253094,34.92027701688113
Santa Maria,05/05/2023,other,-120.4191227648369,34.92076041731454
Santa Maria,05/05/2023,other,-120.4191207197636,34.9217083407576
Santa Maria,05/05/2023,other,-120.4201015314347,34.9177847917852
Santa Maria,05/05/2023,other,-120.4199416512019,34.917147721848
Santa Maria,05/05/2023,other,-120.4189113908024,34.91698646581879
Santa Maria,05/05/2023,other,-120.4208805600888,34.92446084740311
Santa Maria,05/05/2023,other,-120.4190266362061,34.92658915962445
Santa Maria,05/05/2023,other,-120.4227177895218,34.92012076721623
Santa Maria,05/05/2023,other,-120.4228044211404,34.92524485899636
Santa Maria,05/05/2023,other,-120.4201158823244,34.92958604216251
Santa Maria,05/05/2023,other,-120.4245182924137,34.92495626671101
Santa Maria,05/05/2023,other,-120.4232404548326,34.93515727763516
Santa Maria,05/05/2023,other,-120.4213818672691,34.93525909088015
Santa Maria,05/05/2023,other,-120.422935555567,34.9365429610973
Santa Maria,05/05/2023,other,-120.4230316910602,34.93678809864899
Santa Maria,05/05/2023,other,-120.4223780455555,34.93723345468582
Santa Maria,05/05/2023,other,-120.4224128486589,34.9376961976153
Santa Maria,05/05/2023,other,-120.4203070485523,34.93652881171241
Santa Maria,05/05/2023,other,-120.4229326372757,34.93721580135298
Santa Maria,05/05/2023,other,-120.4215502191834,34.93652580956002
Santa Maria,05/05/2023,other,-120.4216832186579,34.93700694077882
Santa Maria,05/05/2023,other,-120.4243219684741,34.93484354050619
Santa Maria,05/05/2023,other,-120.4080852771505,34.94343758446335
Santa Maria,05/05/2023,other,-120.4076805956117,34.94142084370732
Santa Maria,05/05/2023,other,-120.3994343129965,34.9599708523069
Santa Maria,05/05/2023,other,-120.4971618454244,34.89497603654948
Santa Maria,05/05/2023,other,-120.4965415818553,34.89455778077139
Santa Maria,05/05/2023,other,-120.4970948123612,34.89415114123501
Santa Maria,05/05/2023,other,-120.4959025972395,34.89418153085955
Santa Maria,05/05/2023,other,-120.4970704852929,34.89312306073642
Santa Maria,05/05/2023,other,-120.4964561236113,34.89375482121376
Santa Maria,05/05/2023,other,-120.4951542516596,34.89284079848239
Santa Maria,05/05/2023,other,-120.4959163570049,34.89312043095383
Santa Maria,05/05/2023,other,-120.4970401150276,34.89250963723057
Santa Maria,05/05/2023,other,-120.4981358082054,34.89385611459858
Santa Maria,05/05/2023,other,-120.4990330314515,34.89373439650885
Santa Maria,05/05/2023,other,-120.4980865605315,34.89300369129789
Santa Maria,05/05/2023,other,-120.4986833040593,34.89308043272593
Santa Maria,05/05/2023,other,-120.4983539419426,34.89463446445629
Santa Maria,05/05/2023,other,-120.4986860073591,34.89453857966667
Santa Maria,05/05/2023,other,-120.5029970588101,34.89364434124001
Santa Maria,05/05/2023,other,-120.5023156419759,34.89366702003503
Santa Maria,05/05/2023,other,-120.5034512401239,34.89340742893312
Santa Maria,05/05/2023,other,-120.5038118463536,34.89349724620217
Santa Maria,05/05/2023,other,-120.5034178907267,34.89255549762824
Santa Maria,05/05/2023,other,-120.5086853746767,34.89367928882686
Santa Maria,05/05/2023,other,-120.5077427184274,34.89358292483346
Santa Maria,05/05/2023,other,-120.5083523103877,34.89435165924787
Santa Maria,05/05/2023,other,-120.5086030956011,34.89309916881685
Santa Maria,05/05/2023,other,-120.5091876833823,34.89363967866048
Santa Maria,05/05/2023,other,-120.507715042211,34.88899206506471
Santa Maria,05/05/2023,other,-120.5204118502219,34.89027220333153
Santa Maria,05/05/2023,other,-120.5191860364845,34.88970089191688
Santa Maria,05/05/2023,other,-120.5198367207873,34.89071382157523
Santa Maria,05/05/2023,other,-120.5183794531486,34.89073952976281
Santa Maria,05/05/2023,other,-120.5188094975715,34.89217304517029
Santa Maria,05/05/2023,hoop,-120.3706003359125,34.90000433775548
Santa Maria,05/05/2023,hoop,-120.3706017769074,34.89853435206255
Santa Maria,05/05/2023,hoop,-120.3725330674029,34.89886977514717
Santa Maria,05/05/2023,mulch,-120.3734637344363,34.90139836769374
Santa Maria,05/05/2023,mulch,-120.3730013350035,34.90140327310628
Santa Maria,05/05/2023,mulch,-120.3717689514477,34.90125155017492
Santa Maria,05/05/2023,mulch,-120.3732175600537,34.90122110743408
Santa Maria,05/05/2023,mulch,-120.3735229380112,34.90090563409702
Santa Maria,05/05/2023,other,-120.3711808856243,34.90208228490946
Santa Maria,05/05/2023,mulch,-120.388958026509,34.88046282523777
Santa Maria,05/05/2023,mulch,-120.390276633336,34.88007316969431
Santa Maria,05/05/2023,mulch,-120.3909839851805,34.88207369976321
Santa Maria,05/05/2023,mulch,-120.3912102682954,34.88098735217982
Santa Maria,05/05/2023,mulch,-120.3906607620365,34.88129204157177
Santa Maria,05/05/2023,mulch,-120.3903373357151,34.88072892413813
Santa Maria,05/05/2023,mulch,-120.3897222215638,34.8817351020337
Santa Maria,05/05/2023,mulch,-120.3895413747487,34.88104334693527
Santa Maria,05/05/2023,mulch,-120.389650796138,34.88011882960537
Santa Maria,05/05/2023,mulch,-120.3885380956652,34.88134172050346
Santa Maria,05/05/2023,mulch,-120.3884725222881,34.88010910991363
Santa Maria,05/05/2023,mulch,-120.3878634010228,34.88113998270508
Santa Maria,05/05/2023,mulch,-120.3878250353991,34.88047695982495
Santa Maria,05/05/2023,mulch,-120.3876886892186,34.88007281045505
Santa Maria,05/05/2023,mulch,-120.3865650244221,34.88011615852562
Santa Maria,05/05/2023,mulch,-120.3872688361334,34.88077926275807
Santa Maria,05/05/2023,mulch,-120.3950318413352,34.88392648796093
Santa Maria,05/05/2023,mulch,-120.3948853808135,34.88276497845515
Santa Maria,05/05/2023,mulch,-120.3943187079738,34.88311151572121
Santa Maria,05/05/2023,mulch,-120.3939117598898,34.88369595915066
Santa Maria,05/05/2023,mulch,-120.3938871228686,34.8827908805775
Santa Maria,05/05/2023,mulch,-120.3932927863772,34.88312269414102
Santa Maria,05/05/2023,mulch,-120.3927954597033,34.88283694368455
Santa Maria,05/05/2023,mulch,-120.3949330815919,34.88198512191798
Santa Maria,05/05/2023,mulch,-120.3944111276921,34.88227839377726
Santa Maria,05/05/2023,mulch,-120.3941613683815,34.88190542834516
Santa Maria,05/05/2023,mulch,-120.393255875998,34.88212429205214
Santa Maria,05/05/2023,mulch,-120.3920961729962,34.88181606783537
Santa Maria,05/05/2023,mulch,-120.3949480470487,34.88109310797135
Santa Maria,05/05/2023,mulch,-120.394384115202,34.88144447697179
Santa Maria,05/05/2023,mulch,-120.3936033412331,34.88120422699845
Santa Maria,05/05/2023,mulch,-120.3928170889167,34.88146406851674
Santa Maria,05/05/2023,mulch,-120.3923737490176,34.88119177622055
Santa Maria,05/05/2023,mulch,-120.3949123775979,34.88063443629284
Santa Maria,05/05/2023,mulch,-120.3945479389703,34.88014697471396
